,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,data_frame,cv_train_size,cv_test_size,lag_time,scoring_method,features_to_use
2,0.001243424415588379,0.00010564531704407588,0.0007307052612304688,9.362724011284144e-05,4,{'model__n_neighbors': 4},-3.932378387451172,-5.483110809326172,-4.176021575927734,-3.3407928466796877,-2.267523193359375,-4.438509368896485,-3.0908859252929686,-4.146569061279297,-6.863206481933593,-11.966529846191406,-4.970552749633789,2.6259338912917234,2,finbert_summary_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0012558221817016602,0.00021288683303296503,0.0006892919540405273,0.00010725197969953677,5,{'model__n_neighbors': 5},-4.071572265625003,-5.4299719238281225,-4.319594726562502,-2.532893676757811,-1.713939208984374,-3.9312213134765557,-3.0605163574218692,-4.585300292968753,-7.179920043945316,-12.003829650878908,-4.882875946044921,2.7773904235050146,1,finbert_summary_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.00150299072265625,0.00023553043085746832,0.0009287118911743164,0.00026911430026126007,2,{'model__n_neighbors': 2},-2.7211456298828125,-4.5645599365234375,-3.617079162597656,-2.642439270019531,-1.1538223266601562,-3.2157958984375,-2.161546325683594,-3.1409454345703125,-6.498124694824218,-13.27905731201172,-4.2994515991210935,3.28971434920485,2,finbert_summary_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012890100479125977,0.00013637710491895785,0.0007136106491088867,0.00012065975161829717,3,{'model__n_neighbors': 3},-2.3793680826822934,-4.643772379557293,-3.4454549153645813,-1.769853719075519,-1.0902313232421874,-2.889666748046875,-1.5332305908203125,-4.1587158203125,-6.7995483398437555,-12.216061909993488,-4.0925903828938806,3.1525721801659614,1,finbert_summary_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0012244701385498047,0.00017357094600850174,0.0007091760635375977,8.817222247146994e-05,4,{'model__n_neighbors': 4},-2.3056884765625,-5.489176940917969,-4.690906524658203,-1.7312309265136718,-1.6275848388671874,-3.052778625488281,-1.8979484558105468,-4.251425170898438,-7.047925567626953,-12.401283264160156,-4.449594879150391,3.1554789964663454,3,finbert_summary_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0012079477310180664,0.00011282793687499456,0.000689697265625,9.542539742281842e-05,5,{'model__n_neighbors': 5},-2.221519775390624,-5.967104492187497,-5.120535888671872,-1.6830139160156137,-1.2615582275390635,-3.473000488281252,-1.6773315429687443,-4.234470825195319,-7.425004882812499,-11.969852600097653,-4.503339263916014,3.155927424829886,4,finbert_summary_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012972354888916016,9.93917272496352e-05,0.0007612466812133789,0.00010923310278837017,2,{'model__n_neighbors': 2},-6.021546936035156,-6.604576110839844,-3.7159576416015625,-2.4148193359375,-0.8852584838867188,-3.831988525390625,-4.586933898925781,-3.2083587646484375,-8.55957489013672,-6.382958984375,-4.621197357177734,2.162737420034687,4,finbert_tone_summary_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0013182878494262696,8.82975764131851e-05,0.0007556200027465821,0.00012619439537001127,3,{'model__n_neighbors': 3},-5.472026570638019,-6.5090576171875,-3.275716145833337,-2.390031941731769,-1.1147216796874944,-3.5120951334635437,-4.796077473958337,-3.4288106282552064,-7.453317260742187,-6.769190979003906,-4.472104543050131,1.9612926139239308,3,finbert_tone_summary_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001239776611328125,0.00010139956464203518,0.000719761848449707,6.428071309746567e-05,4,{'model__n_neighbors': 4},-4.574001312255859,-5.547109222412109,-3.1626815795898438,-1.9785469055175782,-0.84302978515625,-3.266039276123047,-3.3616310119628907,-4.136851501464844,-7.468443298339844,-6.416190338134766,-4.075452423095703,1.9040206344791617,2,finbert_tone_summary_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0012485742568969726,0.00017748227012262673,0.000689387321472168,0.00010439702741573968,5,{'model__n_neighbors': 5},-4.96563720703125,-4.873561401367186,-3.4204785156249953,-1.7713189697265648,-1.0287207031249976,-3.477986450195317,-3.244459228515626,-3.73759765625,-6.660470581054682,-6.320424499511711,-3.9500655212402327,1.7081177865011092,1,finbert_tone_summary_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012495040893554688,8.230185867841865e-05,0.0006669759750366211,3.107029539608971e-05,2,{'model__n_neighbors': 2},-6.645176696777344,-5.2503173828125,-3.7159576416015625,-2.4148193359375,-1.5657623291015625,-3.255970764160156,-4.202374267578125,-4.214582824707032,-10.35167236328125,-12.454885864257813,-5.407151947021484,3.312821992759278,4,finbert_tone_summary_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012075662612915038,0.000153176374285843,0.0006696224212646484,8.709487802593428e-05,3,{'model__n_neighbors': 3},-6.255205281575519,-5.856743367513024,-3.275716145833337,-2.390031941731769,-1.6808725992838505,-2.7784149169921877,-3.8265604654947936,-3.5244130452473996,-9.352151489257817,-11.556345113118487,-5.049645436604819,3.057829931356569,3,finbert_tone_summary_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0012048244476318359,0.00014064021583646283,0.0006764888763427735,6.403491629856147e-05,4,{'model__n_neighbors': 4},-4.8398590087890625,-6.420818328857422,-3.1626815795898438,-1.9785469055175782,-2.3309837341308595,-3.263109588623047,-3.3463600158691404,-3.598577880859375,-8.10410385131836,-11.59161605834961,-4.863665695190429,2.8685750029647488,2,finbert_tone_summary_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001092529296875,0.00011793683909438252,0.0006108999252319336,4.676373031309498e-05,5,{'model__n_neighbors': 5},-4.535009765625,-6.141453247070314,-3.4204785156249953,-1.6213989257812558,-2.014243164062498,-3.545831909179691,-2.7514031982421843,-3.644797363281248,-7.653566894531247,-11.64492095947266,-4.6973103942871095,2.891906933186184,1,finbert_tone_summary_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012589216232299805,7.80527263514389e-05,0.0006932973861694336,6.322503349509827e-05,2,{'model__n_neighbors': 2},-3.5577301025390624,-6.753314208984375,-2.9670394897460937,-1.8684173583984376,-1.0129074096679687,-4.986669921875,-2.207472229003906,-4.543984985351562,-8.373101806640625,-13.585610961914062,-4.98562484741211,3.5789062916957617,4,finbert_tone_summary_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011804342269897462,0.0001504345078059682,0.0006441116333007812,4.602642109872954e-05,3,{'model__n_neighbors': 3},-3.781135050455731,-6.256743367513019,-3.0667154947916684,-0.94654541015625,-1.59656982421875,-6.312827555338544,-1.5636362711588503,-4.747911580403644,-7.598061116536468,-12.34652150472005,-4.821666717529298,3.2987177559604706,2,finbert_tone_summary_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011437654495239258,0.00012895664234375097,0.0006689548492431641,4.9606284226889446e-05,4,{'model__n_neighbors': 4},-4.458217620849609,-6.553866577148438,-3.1230003356933596,-0.9365180969238281,-1.98905029296875,-5.816875457763672,-1.4438461303710937,-4.0224143981933596,-7.991367340087891,-11.983463287353516,-4.831861953735351,3.217334052140344,3,finbert_tone_summary_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011217355728149413,0.00010596510730721092,0.000679469108581543,0.0001284060337711107,5,{'model__n_neighbors': 5},-3.348343505859373,-6.427136840820305,-3.6095593261718704,-1.0681121826171818,-1.8153894042968772,-6.430927734375001,-1.0899505615234433,-3.8375933837890615,-8.603339843750001,-11.791951599121091,-4.802230438232421,3.3122540203271686,1,finbert_tone_summary_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012570619583129883,0.00010209512556791643,0.0006872415542602539,9.078215932092662e-05,2,{'model__n_neighbors': 2},-5.936274719238281,-4.576905822753906,-3.9420166015625,-2.5580322265625,-1.9652191162109376,-4.439840698242188,-4.9234375,-3.360212707519531,-9.523634338378907,-5.712062072753906,-4.693763580322266,2.009703578216696,4,finbert_whole_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.00125732421875,0.00010820049799694675,0.0006992101669311523,5.072839788881175e-05,3,{'model__n_neighbors': 3},-5.4289428710937555,-6.503775024414063,-3.850136311848962,-2.562109375,-1.6631612141927063,-3.1508880615234376,-3.683576456705731,-3.1523844401041687,-7.7772715250651006,-5.545432027180993,-4.331767730712892,1.8153947317469044,3,finbert_whole_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0012370586395263673,0.00015403667731264827,0.0007384538650512696,0.0001411957439802436,4,{'model__n_neighbors': 4},-4.43658676147461,-5.864401245117188,-3.9618507385253907,-1.9705520629882813,-2.0745094299316404,-2.4006072998046877,-3.212178039550781,-3.523821258544922,-8.26706771850586,-5.295265960693359,-4.100684051513672,1.8623614826148875,2,finbert_whole_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011874198913574218,0.00015884444189054355,0.000657343864440918,8.773644655796961e-05,5,{'model__n_neighbors': 5},-3.628984985351559,-6.0598297119140625,-4.6035693359374985,-2.3107873535156274,-1.7930041503906295,-2.7703704833984375,-2.621304321289068,-3.6173730468749965,-7.3421807861328094,-5.151125793457027,-3.989852996826172,1.6888618612063369,1,finbert_whole_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001171255111694336,0.00013062671751276806,0.0006556272506713867,6.693734403772295e-05,2,{'model__n_neighbors': 2},-5.275917053222656,-7.464802551269531,-3.9420166015625,-2.5580322265625,-1.9652191162109376,-4.74871826171875,-2.8799484252929686,-3.3194915771484377,-9.961624145507812,-13.811712646484375,-5.5927482604980465,3.5857519574064614,4,finbert_whole_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001263904571533203,0.00016491969256242657,0.0006862163543701171,6.011645873299339e-05,3,{'model__n_neighbors': 3},-4.375277709960943,-7.018422444661456,-3.850136311848962,-2.562109375,-2.017020670572913,-3.2016021728515627,-3.014306640625006,-3.4627543131510437,-9.107285563151043,-12.164215596516925,-5.077313079833986,3.135351875575855,3,finbert_whole_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011228561401367188,8.615796951793517e-05,0.0006636857986450195,7.263914543449423e-05,4,{'model__n_neighbors': 4},-3.3537132263183596,-7.6295631408691404,-3.9618507385253907,-1.9705520629882813,-2.1802650451660157,-2.4442115783691407,-2.796334075927734,-3.9080467224121094,-8.481639099121093,-12.536070251464844,-4.926224594116211,3.3056220871206325,2,finbert_whole_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001240706443786621,0.00011089921483918787,0.0006751537322998047,9.471904160842489e-05,5,{'model__n_neighbors': 5},-3.3739648437499965,-7.253030395507807,-4.076472167968751,-2.3107873535156274,-1.8093914794921886,-2.642646484375001,-1.9508044433593739,-4.055087280273438,-8.077401733398442,-11.979877014160156,-4.7529463195800785,3.151367732869812,1,finbert_whole_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013446807861328125,0.00012898237998836454,0.0007018327713012695,6.60473730081884e-05,2,{'model__n_neighbors': 2},-3.849169921875,-4.948602294921875,-4.277517700195313,-2.826860046386719,-1.5197113037109375,-3.0514862060546877,-2.2497909545898436,-4.092291259765625,-7.579885864257813,-13.775889587402343,-4.817120513916015,3.37943589890625,4,finbert_whole_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0013180017471313477,0.0001258589277738329,0.0006937265396118164,4.897457123105809e-05,3,{'model__n_neighbors': 3},-2.9799957275390625,-5.261619059244794,-5.176248168945312,-1.9431142171223996,-2.084272257486981,-2.669415283203125,-2.88172607421875,-4.828998819986981,-7.615909830729175,-12.653084818522137,-4.809438425699872,3.1148587361929634,3,finbert_whole_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0012958526611328125,0.00017288332056575204,0.0007387399673461914,0.0001463880853437519,4,{'model__n_neighbors': 4},-3.120228576660156,-5.333599853515625,-5.415205383300782,-2.3471145629882812,-1.7590164184570312,-3.1306114196777344,-1.6859092712402344,-4.40958251953125,-7.318118286132813,-12.605061340332032,-4.712444763183593,3.1395724988408413,2,finbert_whole_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0012395858764648437,0.000266207338290137,0.0006561517715454101,5.340549030405286e-05,5,{'model__n_neighbors': 5},-2.692644042968749,-5.598102416992186,-5.838594970703127,-1.8466442871093818,-1.8983996582031295,-2.5365087890624975,-1.6429290771484375,-4.178555908203123,-7.5880126953125,-12.346756286621098,-4.616714813232423,3.211938406886454,1,finbert_whole_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012766599655151367,9.516283081912145e-05,0.0006788969039916992,4.826445395703372e-05,2,{'model__n_neighbors': 2},-4.383543395996094,-4.718687438964844,-2.8533203125,-2.9884735107421876,-1.1225753784179688,-3.0903076171875,-2.3912322998046873,-5.604815673828125,-10.365397644042968,-4.280580139160156,-4.179893341064453,2.3988695900321195,4,finbert_tone_whole_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012885808944702148,0.00012816918251511129,0.0007359981536865234,0.00010145146184637899,3,{'model__n_neighbors': 3},-4.578874715169269,-4.993341064453125,-2.2075073242187444,-2.429514567057288,-0.7901652018229186,-3.1512207031250057,-2.701894124348962,-5.129939778645837,-8.869888305664062,-4.8625788370768195,-3.971492462158203,2.1316264436069075,3,finbert_tone_whole_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001344156265258789,0.00019745077078876493,0.000706171989440918,4.444885214006127e-05,4,{'model__n_neighbors': 4},-3.9051284790039062,-5.3721061706542965,-2.6148590087890624,-2.0757682800292967,-1.4589881896972656,-2.642713928222656,-2.8127159118652343,-4.645582580566407,-8.124005126953126,-5.199922180175781,-3.885178985595703,1.896147119130017,2,finbert_tone_whole_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0013091087341308594,0.00017913940690636682,0.0006942272186279297,7.570492343899578e-05,5,{'model__n_neighbors': 5},-3.7804937744140603,-5.182525634765625,-2.458297119140633,-1.7141644287109385,-2.0987341308593783,-2.37607360839844,-2.956638183593742,-4.820839233398436,-7.485551147460939,-5.197643127441404,-3.8070960388183592,1.739944485584736,1,finbert_tone_whole_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0019965171813964844,0.0003988906996062556,0.0010805368423461915,0.00034511610135907117,2,{'model__n_neighbors': 2},-3.5585922241210937,-5.778401184082031,-2.8890167236328126,-2.9884735107421876,-1.917779541015625,-3.0903076171875,-3.5498733520507812,-6.194969177246094,-11.184091186523437,-14.083573913574218,-5.523507843017578,3.819392292025534,4,finbert_tone_whole_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0014035463333129882,0.00014081169417101203,0.0008987665176391601,0.0003248593616073026,3,{'model__n_neighbors': 3},-3.9416514078776004,-5.8572570800781305,-2.5743733723958315,-1.7308186848958313,-1.2343719482421875,-2.8276062011718808,-3.9607096354166687,-5.654305013020831,-9.453874715169274,-14.050346374511719,-5.128531443277995,3.7471890473081633,3,finbert_tone_whole_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.003130507469177246,0.0009402805777920303,0.0019560813903808593,0.0005670425728575939,4,{'model__n_neighbors': 4},-4.128223419189453,-6.773336029052734,-2.5950286865234373,-1.7302200317382812,-2.058422088623047,-1.8268104553222657,-3.2997314453125,-5.813587951660156,-8.159759521484375,-13.326009368896484,-4.971112899780274,3.492178141870024,2,finbert_tone_whole_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.003036165237426758,0.001037185015829095,0.0013380765914916993,0.0003501383798370425,5,{'model__n_neighbors': 5},-3.860609130859376,-6.376089477539063,-2.7660675048828183,-1.3064483642578124,-2.341108398437501,-2.2011480712890714,-3.2411242675781238,-5.586924438476563,-8.25180541992188,-12.620700988769533,-4.855202606201174,3.295537465794587,1,finbert_tone_whole_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0022919178009033203,0.0006333465586626059,0.001359701156616211,0.00035523347391910187,2,{'model__n_neighbors': 2},-3.5303421020507812,-7.703860473632813,-3.3239974975585938,-3.628367614746094,-2.364129638671875,-3.724853515625,-2.173631286621094,-5.44129638671875,-9.174256896972656,-12.90496826171875,-5.39697036743164,3.3053762031590614,4,finbert_tone_whole_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.002780032157897949,0.00046071121894409,0.0013731956481933595,0.00034163545863963546,3,{'model__n_neighbors': 3},-3.0014882405598997,-7.893438720703125,-4.0058837890625,-1.8899759928385378,-1.8834269205729128,-2.9327158610026003,-1.2648396809895814,-4.6880625406901,-9.137573242187505,-12.250465393066412,-4.894787038167317,3.473327444744997,1,finbert_tone_whole_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0038000822067260744,0.001008830871012485,0.001751852035522461,0.0005546485581801141,4,{'model__n_neighbors': 4},-2.3835906982421875,-8.002706909179688,-4.092585754394531,-1.8140426635742188,-2.474658203125,-2.991163635253906,-2.114099884033203,-5.204815673828125,-8.472257232666015,-12.468621063232423,-5.00185417175293,3.368316364993018,3,finbert_tone_whole_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0025055646896362306,0.001033905550606912,0.0011568784713745118,0.0005903958176697979,5,{'model__n_neighbors': 5},-2.6679718017578127,-6.931358032226564,-4.287005615234375,-2.0803375244140567,-2.186529541015625,-3.2525054931640627,-2.2402258300781286,-4.531270141601567,-8.618805541992192,-12.318115539550785,-4.911412506103517,3.2183659629451076,2,finbert_tone_whole_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0014015436172485352,0.0001317778654570677,0.0007187843322753907,5.707282651076517e-05,2,{'model__n_neighbors': 2},-2.95592041015625,-4.58284912109375,-3.395263671875,-3.7583465576171875,-1.6791946411132812,-5.383930969238281,-3.1997726440429686,-3.2968963623046874,-7.37381591796875,-5.294725036621093,-4.092071533203125,1.5252610853622135,3,bert_topic_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0020789146423339845,0.0006218381458373141,0.0011203765869140625,0.00033242576545942427,3,{'model__n_neighbors': 3},-3.0943450927734375,-4.841974894205725,-2.9795756022135436,-2.4065602620442745,-1.3129608154296875,-5.44273681640625,-2.9386617024739565,-3.2753438313802063,-6.636266072591138,-5.952496846516931,-3.888092193603515,1.634000994452697,1,bert_topic_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0024571895599365236,0.0007136974908451084,0.0012266397476196288,0.00030285889804961675,4,{'model__n_neighbors': 4},-3.5373626708984376,-5.312123870849609,-3.2742263793945314,-3.0133125305175783,-1.8519309997558593,-4.697431945800782,-2.5095115661621095,-2.765087890625,-6.967522430419922,-6.714906311035156,-4.0643416595458985,1.6857842228726525,2,bert_topic_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0017104864120483399,0.0008730490432334579,0.0007724285125732422,0.00023990906217795791,5,{'model__n_neighbors': 5},-3.234035034179686,-5.786967773437499,-4.303731689453121,-2.7093823242187454,-1.4201312255859364,-3.862838134765627,-2.5542584228515635,-2.768826293945318,-6.579182739257812,-8.423360290527347,-4.164271392822266,2.0436938544345296,4,bert_topic_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013001203536987306,9.042242361249385e-05,0.000712275505065918,0.0001049747690094077,2,{'model__n_neighbors': 2},-4.374090576171875,-7.578427124023437,-3.395263671875,-3.7583465576171875,-1.6517837524414063,-4.83875732421875,-3.4351531982421877,-2.631658935546875,-9.420072937011719,-13.822117614746094,-5.490567169189452,3.541348749389533,4,bert_topic_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001324939727783203,0.0001236337145607478,0.0007652997970581055,0.00013440924102919573,3,{'model__n_neighbors': 3},-4.611741129557288,-7.0631113688151,-2.9795756022135436,-2.4065602620442745,-1.833455403645837,-5.058853149414068,-3.487168375651038,-3.254438273111981,-8.445834350585944,-13.255910746256513,-5.239664866129558,3.317239449803938,3,bert_topic_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011606693267822265,0.00010989776581723182,0.0006775140762329101,9.362634459948774e-05,4,{'model__n_neighbors': 4},-4.21126708984375,-6.9764892578125,-3.2742263793945314,-3.0133125305175783,-1.6636810302734375,-3.873505401611328,-2.408314514160156,-2.9313758850097655,-7.631009674072265,-12.144001770019532,-4.812718353271485,3.0406925832524854,2,bert_topic_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0012300491333007812,0.00017854179654770106,0.0006875038146972656,8.561366512485719e-05,5,{'model__n_neighbors': 5},-4.112907104492183,-6.58422302246093,-3.8325573730468703,-2.7093823242187454,-2.278827514648441,-2.886272583007809,-2.3479956054687476,-3.2311810302734387,-7.4738525390625,-12.268931579589843,-4.772613067626951,3.0063480118290546,1,bert_topic_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001333904266357422,0.000126105029561519,0.0007111549377441407,8.951414677629458e-05,2,{'model__n_neighbors': 2},-4.639524841308594,-6.335102844238281,-4.854779052734375,-2.898480224609375,-1.9547866821289062,-2.5793197631835936,-1.7417938232421875,-4.157412719726563,-7.451972961425781,-14.379606628417969,-5.099277954101562,3.559486269052364,4,bert_topic_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012845993041992188,0.000133066490406452,0.0007075309753417969,7.645643335755417e-05,3,{'model__n_neighbors': 3},-3.808790079752606,-6.26912943522135,-4.192695109049481,-2.932325236002606,-1.6794748942057312,-3.1490214029947934,-1.6254557291666685,-4.202211507161462,-7.912702433268231,-13.513583882649744,-4.928538970947267,3.3962713993277074,3,bert_topic_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001242208480834961,0.00012420334814799145,0.0007614612579345704,0.00019864087693374264,4,{'model__n_neighbors': 4},-4.257274627685547,-6.567926025390625,-4.254249572753906,-2.6032981872558594,-1.482549285888672,-2.651934814453125,-1.700152587890625,-4.50975341796875,-8.000785064697265,-13.227225494384765,-4.925514907836915,3.3906051174579868,2,bert_topic_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011365175247192382,0.00011387059285659104,0.0006374835968017579,4.683378439931448e-05,5,{'model__n_neighbors': 5},-4.271607666015621,-6.260697021484378,-4.756159057617191,-2.161033935546874,-1.4108807373046943,-2.1692584228515615,-1.5189007568359387,-4.3964215087890635,-8.318967285156253,-13.134659729003909,-4.839858612060548,3.472003932774937,1,bert_topic_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013072490692138672,5.662719820097167e-05,0.0007034063339233399,5.696009468700458e-05,2,{'model__n_neighbors': 2},-3.67064208984375,-3.999681091308594,-4.451577758789062,-2.11429443359375,-2.407470703125,-2.2130523681640626,-2.692179870605469,-3.3958084106445314,-3.037652587890625,-6.162968444824219,-3.4145327758789064,1.1768552751982164,1,finbert_summary_sentiment_df,252,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0013726711273193359,5.346684283723772e-05,0.0007241249084472656,5.930767465739499e-05,3,{'model__n_neighbors': 3},-3.4793284098307256,-3.8258199055989563,-4.062195841471356,-2.5335194905598883,-2.0766510009765624,-3.0014678955078127,-2.4587168375651003,-3.5359537760416684,-4.6689300537109375,-5.547978210449225,-3.519056142171223,1.0135943691058775,3,finbert_summary_sentiment_df,252,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0012042760848999024,0.00012729790428161127,0.0006922006607055664,7.919122902350255e-05,4,{'model__n_neighbors': 4},-3.223349761962891,-4.332308959960938,-4.468411254882812,-2.018689727783203,-2.1409843444824217,-3.027307891845703,-1.9588050842285156,-3.4602127075195312,-4.4072105407714846,-5.567893981933594,-3.46051742553711,1.1589748904628547,2,finbert_summary_sentiment_df,252,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0012578964233398438,0.00020061347370268912,0.0006533384323120118,5.883975872022534e-05,5,{'model__n_neighbors': 5},-3.3131951904296897,-5.1937353515624975,-4.2764874267578135,-2.690081787109375,-2.473328857421876,-3.756934204101566,-2.2456176757812556,-3.625565185546873,-4.514303588867182,-5.666625061035154,-3.775587432861328,1.087907981350138,4,finbert_summary_sentiment_df,252,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
