,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,param_model__p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,data_frame,cv_train_size,cv_test_size,lag_time,scoring_method,features_to_use
2,0.00112152099609375,9.461944023601737e-05,0.0006444931030273437,3.125535720674649e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-2.6577377319335938,-6.05541763305664,-21.431231689453124,-15.723658752441406,-18.472806549072267,-15.532275390625,-12.113697814941407,-14.438521575927734,-21.411209106445312,-20.963838958740233,-14.88003952026367,6.097033602945512,3,finbert_whole_article_sentiment_df,10,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001067972183227539,0.00012961396194959278,0.000653529167175293,6.122934938479981e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-2.860521850585934,-6.4359466552734315,-21.318654785156248,-16.100442504882807,-19.108373413085946,-16.165863037109375,-12.52211059570313,-14.076911010742185,-21.442838745117182,-21.53624816894531,-15.156791076660156,6.0914955974788425,4,finbert_whole_article_sentiment_df,10,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012092351913452148,5.7566850959918664e-05,0.00065765380859375,2.1359483924327375e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-6.73646240234375,-7.969914245605469,-3.972761535644531,-1.7394302368164063,-3.163462829589844,-2.67462158203125,-6.81019287109375,-6.057365417480469,-11.829685974121094,-10.738189697265625,-6.169208679199218,3.20309603224289,2,finbert_tone_article_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012202978134155274,8.674027363132504e-05,0.0006654500961303711,2.207463793021503e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-5.649083455403655,-7.870098876953125,-4.729298909505206,-1.040501912434894,-1.6372477213541685,-3.934289550781256,-6.746299235026049,-6.613211059570318,-11.036801147460931,-11.410900878906244,-6.066773274739584,3.296484485745955,1,finbert_tone_article_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011126279830932617,0.00010913187195337598,0.000657343864440918,4.5565707798368007e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-6.060235595703125,-8.15185546875,-4.517609405517578,-1.4913177490234375,-2.3850051879882814,-4.067043304443359,-6.745139312744141,-6.573320770263672,-10.530615997314452,-11.862962341308593,-6.238510513305664,3.1492885269564064,4,finbert_tone_article_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010162353515625,9.145502996392518e-05,0.0006495475769042969,6.117424911217178e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-5.352279663085943,-8.454569091796873,-5.407902221679689,-1.7974645996093728,-2.070717773437502,-3.659641723632814,-6.570835571289058,-6.257393188476567,-10.646024169921873,-11.998331298828123,-6.221515930175781,3.206864523133634,3,finbert_tone_article_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001187443733215332,6.844882804684562e-05,0.0006531238555908203,3.257747137571583e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-5.022088623046875,-6.026510620117188,-2.044969177246094,-1.8838043212890625,-1.2009201049804688,-3.178150939941406,-4.0024871826171875,-9.332853698730469,-14.514234924316407,-15.33758087158203,-6.254360046386718,4.885385787075724,3,finbert_tone_article_sentiment_df,10,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012305736541748046,9.361481751543332e-05,0.0006712675094604492,3.377815781751695e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-4.069892374674476,-7.048456827799481,-2.3561319986979186,-1.6151580810546875,-1.2829437255859433,-5.035421752929682,-3.4582275390625,-9.220626831054693,-13.309850056966145,-15.872236124674481,-6.32689453125,4.766231414440516,4,finbert_tone_article_sentiment_df,10,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0010718107223510742,8.477436848113559e-05,0.0006119728088378907,2.6072747696007197e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-3.6364395141601564,-7.593133544921875,-2.662450408935547,-2.035234832763672,-1.5172935485839845,-3.7894515991210938,-3.292369079589844,-9.209207153320312,-13.039377593994141,-15.204492950439453,-6.197945022583008,4.598676493823683,2,finbert_tone_article_sentiment_df,10,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001024007797241211,0.00010412402936606203,0.0006441354751586914,5.0192411328582885e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-3.401345214843752,-7.474147338867192,-2.856098022460941,-3.104288330078117,-1.6804302978515637,-3.0666333007812567,-3.014478759765626,-9.227781372070314,-13.070961914062503,-15.036250610351562,-6.193241516113282,4.528460220671958,1,finbert_tone_article_sentiment_df,10,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012423276901245117,0.00011258987911142994,0.0006762266159057618,9.328762084614902e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-2.0901412963867188,-4.58382568359375,-2.598065185546875,-7.493002319335938,-0.7929656982421875,-4.764552307128906,-3.911737060546875,-5.309504699707031,-17.142179870605467,-18.478985595703126,-6.716495971679687,5.825045178038386,4,finbert_tone_article_sentiment_df,10,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012062311172485352,7.557786601126307e-05,0.000649118423461914,2.5985481453771313e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-2.26993408203125,-4.311819458007813,-2.6351806640625055,-7.7061777750651,-1.559521484375,-4.245902506510419,-2.8902709960937556,-4.832787068684894,-17.09517211914063,-18.24989725748697,-6.579666341145834,5.784691880552542,2,finbert_tone_article_sentiment_df,10,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001102590560913086,0.00011228306213234352,0.000632166862487793,4.044723939099605e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-2.3563613891601562,-5.392421722412109,-3.3183448791503904,-7.976367950439453,-2.080133056640625,-2.4775901794433595,-2.410536193847656,-4.0670524597167965,-16.966390991210936,-18.511766052246095,-6.555696487426758,5.855372386246058,1,finbert_tone_article_sentiment_df,10,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010615348815917968,0.00011739539091402135,0.000653076171875,5.7568070426983e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-2.506577758789058,-5.675502929687502,-3.7314178466796877,-7.925501708984365,-2.299337158203116,-2.0956658935546897,-2.0122766113281214,-4.451006469726565,-16.959042358398438,-18.41900634765625,-6.6075335083007785,5.822754731445475,3,finbert_tone_article_sentiment_df,10,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001147317886352539,8.591626457628014e-05,0.0006300687789916992,2.8499558099249577e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-5.477203369140625,-5.060768127441406,-3.8577392578125,-5.245217895507812,-8.030787658691406,-2.529063415527344,-5.192324829101563,-6.4095703125,-9.1799072265625,-21.86968994140625,-7.285227203369141,5.184079623368578,4,finbert_tone_article_sentiment_df,10,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011626958847045898,0.00010042795353706279,0.000637960433959961,2.755685627041938e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-5.011187744140619,-4.823447672526044,-4.2196502685546875,-6.231452433268231,-7.405789184570312,-2.769591267903644,-4.905442301432288,-4.029944864908856,-7.634194946289057,-21.666422526041668,-6.869712320963541,5.134389844226693,1,finbert_tone_article_sentiment_df,10,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0010889768600463867,7.83350174807963e-05,0.0006318569183349609,5.425757350834237e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-5.301211547851563,-5.087525177001953,-4.836875915527344,-6.864871215820313,-7.1468345642089846,-2.663909912109375,-4.92362060546875,-3.7313812255859373,-7.148863983154297,-21.434681701660157,-6.913977584838866,5.033561991508114,2,finbert_tone_article_sentiment_df,10,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010019779205322266,0.00011204690078461539,0.0006334304809570313,6.238187382144081e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-5.3836071777343815,-5.359404296874999,-4.974794921875002,-7.130698242187509,-7.698220214843741,-2.6115576171875032,-4.3015344238281275,-3.3338818359374955,-7.718551025390622,-21.407269897460935,-6.991951965332032,5.07913366920036,3,finbert_tone_article_sentiment_df,10,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001186966896057129,8.52315075171257e-05,0.0006488323211669922,3.193815987983939e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-3.4944183349609377,-5.9230499267578125,-19.600950622558592,-16.175802612304686,-17.502101135253906,-11.814041137695312,-11.81375732421875,-14.664094543457031,-20.638308715820312,-19.5930419921875,-14.121956634521485,5.560336929770223,1,finbert_tone_article_sentiment_df,10,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0013135910034179688,0.00011315061426588993,0.0007026910781860352,3.564769185284085e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-2.860389200846356,-6.158045450846356,-21.64726867675781,-16.681483968098956,-17.85772908528645,-14.496127319335937,-12.495936075846362,-14.31607055664063,-20.6842539469401,-20.510873413085932,-14.770817769368488,5.915046089280694,2,finbert_tone_article_sentiment_df,10,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001179957389831543,0.0001432326456874876,0.0006539583206176758,3.5014339546785756e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-3.164698028564453,-6.318118286132813,-21.229751586914062,-16.378570556640625,-18.697388458251954,-16.1420654296875,-12.804301452636718,-14.549576568603516,-20.672025299072267,-21.495794677734374,-15.14522903442383,5.918741229877261,3,finbert_tone_article_sentiment_df,10,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011316537857055664,0.00011981643796126051,0.0007118940353393555,4.4115742339671335e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-2.7361602783203125,-6.459313354492184,-21.668388061523437,-16.100442504882807,-18.891823730468758,-16.165863037109375,-12.948865966796882,-14.352954711914066,-20.89036132812501,-21.67902893066406,-15.189320190429688,6.075377978580723,4,finbert_tone_article_sentiment_df,10,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012827634811401368,0.0001907358184432909,0.0006605863571166992,3.6865719017279716e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-5.014176940917968,-7.898521423339844,-3.9142669677734374,-2.505046081542969,-3.2541275024414062,-4.980766296386719,-7.0376220703125,-4.275616455078125,-11.099705505371094,-11.44930419921875,-6.142915344238281,2.987769932570647,3,finbert_tone_article_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011657238006591796,7.486109517326102e-05,0.0006473779678344727,2.1858459262418846e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-4.754065958658861,-7.540249633789062,-4.143639119466144,-2.5471913655598994,-2.8643778483072824,-5.032739257812506,-7.021734619140631,-5.404852294921869,-10.824927775065111,-11.34601440429687,-6.147979227701825,2.882696052763906,4,finbert_tone_article_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011483192443847655,0.00011476174722399995,0.0006567239761352539,5.7035609526898266e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-5.0568084716796875,-8.14144287109375,-4.0838157653808596,-1.5979705810546876,-3.4795196533203123,-3.768593597412109,-6.782876586914062,-5.908390808105469,-10.542037963867188,-11.778045654296875,-6.1139501953124995,3.071878424346172,2,finbert_tone_article_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010590076446533204,0.0001202311019866571,0.0006527185440063476,6.59027983466035e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-5.0000897216796885,-7.9683215332031185,-4.55439453125,-1.1288018798828034,-2.6178662109374953,-3.540064086914066,-6.900173950195312,-6.226008300781257,-10.07872314453125,-12.212459716796872,-6.022690307617187,3.2290780851146432,1,finbert_tone_article_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011708736419677734,0.00011709624569235725,0.0006388664245605469,5.009993028260755e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-2.703898620605469,-7.360127258300781,-3.249684143066406,-3.196746826171875,-2.195149230957031,-2.6982437133789063,-4.046186828613282,-9.135212707519532,-12.386856079101562,-14.75458984375,-6.1726695251464845,4.293003039491193,4,finbert_tone_article_sentiment_df,10,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012349128723144532,7.161343264682602e-05,0.0007062673568725586,5.459400750644939e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-2.9071604410807255,-6.734472656250006,-3.249172973632818,-2.0223429361979184,-2.1246897379557312,-1.8330220540364563,-3.7164540608723997,-9.003451538085944,-12.905958048502594,-14.15603535970053,-5.8652759806315125,4.406161747321651,1,finbert_tone_article_sentiment_df,10,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011760234832763673,0.0001571994491422197,0.0006421804428100586,3.806392003126496e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-2.997885894775391,-6.981360626220703,-2.994856262207031,-1.7490669250488282,-2.0766624450683593,-3.0914871215820314,-3.144384765625,-8.928135681152344,-13.15706787109375,-15.204492950439453,-6.03254005432129,4.621615981176572,3,finbert_tone_article_sentiment_df,10,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010690689086914062,0.00012996563926370765,0.0006511211395263672,7.058228918868504e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-2.49627685546875,-6.8471051025390635,-2.972307128906249,-2.2198449707031274,-1.5823846435546898,-3.2106536865234374,-2.0518975830078148,-9.039870605468753,-13.722483520507813,-14.75260009765625,-5.889542419433595,4.740221669980027,2,finbert_tone_article_sentiment_df,10,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012526273727416991,0.00011708835456909338,0.0006665945053100586,5.2926502730834204e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-2.0256988525390627,-4.193167114257813,-3.4666458129882813,-7.781535339355469,-1.6081649780273437,-5.500051879882813,-2.817823791503906,-5.221112060546875,-17.088546752929688,-16.35160675048828,-6.605435333251952,5.341990762798757,4,finbert_tone_article_sentiment_df,10,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011242389678955077,9.148492139471323e-05,0.0006466150283813476,5.44075637802607e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-3.0063110351562443,-4.996636962890625,-2.7012817382812555,-7.550835164388019,-1.55660400390625,-2.8410217285156305,-2.02276611328125,-4.119024658203125,-17.185218302408863,-17.579835001627593,-6.355953470865885,5.746908478538135,1,finbert_tone_article_sentiment_df,10,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0010834932327270508,0.00010415570157309364,0.000616765022277832,2.685051577380452e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-2.6979438781738283,-5.001264190673828,-3.1909332275390625,-8.011067962646484,-2.1240310668945312,-2.446141815185547,-1.3343307495117187,-4.694732666015625,-16.868560791015625,-18.36229019165039,-6.473129653930664,5.862378780184963,2,finbert_tone_article_sentiment_df,10,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010051250457763672,0.00010716689969881021,0.0006346940994262695,5.105437022514602e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-2.383629150390624,-5.307447509765626,-3.6294885253906215,-7.751388549804676,-2.351893310546882,-2.5032025146484442,-1.4193041992187432,-4.012029418945315,-16.95308288574219,-18.597774047851566,-6.4909240112304705,5.907447854306783,3,finbert_tone_article_sentiment_df,10,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012998104095458985,6.788282321999639e-05,0.000691986083984375,6.553199972444299e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-4.154501342773438,-4.963595581054688,-5.424356079101562,-6.838603210449219,-7.981202697753906,-2.514105224609375,-2.45867919921875,-4.154655456542969,-9.582142639160157,-21.708790588378907,-6.9780632019042965,5.362548536490007,2,finbert_tone_article_sentiment_df,10,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001160407066345215,9.350522870456948e-05,0.0006498336791992187,2.61683696868784e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-5.39391581217447,-5.325822957356769,-5.522514851888019,-5.731725056966155,-7.806361897786457,-2.4324727376302064,-4.077847290039062,-4.7525441487630244,-8.553875732421881,-21.74256184895834,-7.133964233398439,5.136678045708837,4,finbert_tone_article_sentiment_df,10,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011196613311767578,0.00011381678459455992,0.0006403923034667969,5.2178166133675956e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-5.613539123535157,-5.0438987731933596,-5.377254486083984,-5.7677452087402346,-8.3807861328125,-2.5092308044433596,-5.09515380859375,-3.809123992919922,-7.497470855712891,-21.524063110351562,-7.061826629638672,5.068941988494594,3,finbert_tone_article_sentiment_df,10,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010040760040283202,8.201565853317567e-05,0.0006546974182128906,5.225241107744314e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-5.400262451171886,-5.148406372070315,-5.1203491210937555,-6.190728149414065,-8.13568298339843,-1.928986816406257,-5.108242187500008,-3.6312872314453104,-6.8191345214843695,-21.663905639648437,-6.914698547363284,5.168148304563224,1,finbert_tone_article_sentiment_df,10,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013991594314575195,0.0002921153089387063,0.0007043600082397461,9.536415630915003e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-3.8657257080078127,-5.921530151367188,-19.600950622558592,-16.964070129394532,-17.252232360839844,-11.814041137695312,-11.803840637207031,-13.835182189941406,-19.564482116699217,-19.5930419921875,-14.021509704589842,5.390437976104654,1,finbert_tone_article_sentiment_df,10,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001317739486694336,0.00016902871767815656,0.0006896495819091797,4.9319832254666584e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-3.789155069986981,-6.183783976236976,-21.64726867675781,-16.318585205078126,-17.85772908528645,-12.909683227539062,-12.03519795735678,-13.907564290364576,-20.9215596516927,-20.71776936848959,-14.628829650878904,5.815781499261374,2,finbert_tone_article_sentiment_df,10,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011132717132568359,0.00010217298510316555,0.0006657123565673828,4.619525937206033e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-3.6978965759277345,-6.2280128479003904,-21.526800537109374,-16.27297134399414,-18.697388458251954,-14.937358856201172,-11.793924713134766,-13.87979736328125,-20.55849609375,-21.22906951904297,-14.882171630859375,5.862359681620531,3,finbert_tone_article_sentiment_df,10,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010688066482543944,0.00012155534342695831,0.0006582736968994141,6.579644400020106e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-2.8882464599609365,-5.962254638671868,-22.282098999023436,-16.100442504882807,-18.446032714843756,-16.265015869140626,-12.3432373046875,-13.911128540039055,-20.788829345703128,-21.420832519531253,-15.040811889648435,6.156750519548745,4,finbert_tone_article_sentiment_df,10,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011616945266723633,9.691246016663998e-05,0.0006279945373535156,2.503281545335138e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-4.619528198242188,-6.278359985351562,-2.944538879394531,-2.086231994628906,-1.5334320068359375,-6.7152587890625,-3.736314392089844,-4.728495788574219,-9.959544372558593,-10.907028198242188,-5.350873260498046,2.9896938260891086,1,finbert_summary_sentiment_df,15,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011801958084106446,8.8120129328135e-05,0.0006731510162353516,6.767033316832518e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-4.087078857421875,-6.966492716471356,-2.880420939127606,-1.9522755940755245,-1.55660400390625,-5.919062296549475,-2.465715535481769,-5.901435343424481,-10.274709065755207,-11.971713256835931,-5.397550760904948,3.36549355030618,3,finbert_summary_sentiment_df,15,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001070261001586914,9.677462696328311e-05,0.0006102085113525391,3.102085013257376e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-4.889722442626953,-6.8827056884765625,-3.425927734375,-1.2221176147460937,-1.1615394592285155,-4.78204345703125,-2.7823745727539064,-6.418879699707031,-10.1407958984375,-13.123297119140625,-5.4829403686523435,3.634592573278125,4,finbert_summary_sentiment_df,15,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001039409637451172,9.318660847689947e-05,0.000582432746887207,3.9648006126011615e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-4.039096069335938,-6.994647216796875,-3.907117309570316,-1.2605657958984353,-1.0295056152343762,-4.333343505859375,-2.9584649658203146,-6.199787597656245,-10.07872314453125,-12.980778198242195,-5.378202941894531,3.6048883688257707,2,finbert_summary_sentiment_df,15,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011703252792358398,0.00011285669047143333,0.0006342887878417969,4.727284321323413e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-3.339466857910156,-3.7687942504882814,-3.3560195922851563,-2.2022445678710936,-1.0822845458984376,-5.92315673828125,-4.4550018310546875,-4.91124267578125,-12.690768432617187,-15.920571899414062,-5.764955139160156,4.515132385735781,4,finbert_summary_sentiment_df,15,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011841535568237304,0.00012299700235905974,0.0006555795669555664,3.0475649118614866e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-3.7003824869791684,-4.122771199544269,-3.4052663167317805,-2.416313680013019,-1.55660400390625,-5.727001953125,-2.9719858805338504,-4.10909423828125,-13.366127522786467,-14.867807006835932,-5.624335428873698,4.3867637993643305,1,finbert_summary_sentiment_df,15,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011232852935791015,0.00011787599728805607,0.0006411314010620117,5.107752348451211e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-3.646343994140625,-4.840141296386719,-3.716444396972656,-3.050947570800781,-1.4138839721679688,-4.87585678100586,-3.0176727294921877,-4.547245025634766,-13.662095642089843,-14.86383514404297,-5.763446655273438,4.368216393796727,3,finbert_summary_sentiment_df,15,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001067376136779785,0.00012696184232775885,0.0005896091461181641,4.359775620280262e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-3.5441192626953124,-5.0139538574218765,-3.7143634033203115,-2.5010455322265615,-1.2313812255859375,-3.9546343994140556,-3.4830340576171865,-4.9686486816406275,-13.6748095703125,-15.016387329101565,-5.710237731933593,4.451413522158276,2,finbert_summary_sentiment_df,15,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001209425926208496,0.00011404550558451213,0.0006494522094726562,2.92171244033409e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-1.8908477783203126,-4.841641235351562,-3.1537490844726563,-5.935324096679688,-2.2866455078125,-5.173973083496094,-2.2818862915039064,-3.462200927734375,-9.639747619628906,-17.226594543457033,-5.589261016845703,4.457190736798994,1,finbert_summary_sentiment_df,15,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001215505599975586,7.731086296659408e-05,0.0006621360778808593,1.485016680295667e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-2.811972045898443,-4.3369394938151,-3.4793039957682312,-5.657690429687506,-2.4800496419270814,-4.856685384114582,-3.4018503824869755,-5.641640218098951,-7.905002848307288,-18.38761596679688,-5.895875040690104,4.437905404522403,4,finbert_summary_sentiment_df,15,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0010941743850708008,9.878663440805797e-05,0.000625157356262207,2.7444961113991257e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-2.9468177795410155,-4.876331329345703,-3.4993003845214843,-5.984894561767578,-2.6286552429199217,-4.312831115722656,-3.2921417236328123,-5.474684143066407,-7.122049713134766,-18.0375244140625,-5.8175230407714835,4.2951978810627605,3,finbert_summary_sentiment_df,15,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001177811622619629,0.00016003053750275752,0.0006350278854370117,3.7838050068920234e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-2.654512329101567,-4.545159912109375,-3.4180944824218726,-6.152261352539062,-2.579674072265624,-3.8013018798828058,-3.5201312255859363,-5.227123413085939,-6.8191345214843695,-18.330015258789064,-5.704740844726561,4.417088806549263,2,finbert_summary_sentiment_df,15,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013631343841552734,0.00020452493475319313,0.0007425546646118164,0.00011920925378798903,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-4.76925048828125,-5.926368713378906,-6.207664489746094,-3.1448654174804687,-7.314912414550781,-2.9759490966796873,-2.6125137329101564,-5.074850463867188,-8.451913452148437,-13.1794189453125,-5.965770721435547,3.0077258333055426,4,finbert_summary_sentiment_df,15,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0014519453048706054,0.00018740350800549782,0.0008315563201904297,0.00011275206585461287,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-5.339051310221345,-5.450093587239581,-4.2196502685546875,-3.757195027669269,-6.323050944010419,-2.8245402018229187,-2.794470214843744,-4.648128255208337,-7.6010935465494756,-12.581530761718744,-5.553880411783853,2.7407987092449866,2,finbert_summary_sentiment_df,15,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
